,Actual,Predicted,Error
7395,191537.5663,191791.703125,64585.525821077645
7396,351951.0185,353756.375,3259312.09209223
7397,238961.19,236626.4375,5451069.23625626
7398,147352.4762,144209.890625,9875844.09619811
7399,143918.6175,143211.4375,500103.55239999015
7400,267203.312,263901.25,10903613.451843843
7401,140192.1277,140516.40625,105156.57799009483
7402,195107.2943,194642.171875,216338.87023788868
7403,117742.6218,119191.0703125,2098003.0933634816
7404,412134.3447,415758.0,13130877.733217973
7405,143963.4056,142238.921875,2973844.1177898697
7406,190894.6534,193011.765625,4482164.173244407
7407,227927.2311,230909.03125,8891132.134539995
7408,205752.5095,207461.40625,2920328.1021606117
7409,174925.3011,177251.40625,5410765.168856469
7410,311094.2695,310124.78125,939907.4668880525
7411,270824.5028,271955.625,1279437.4313328024
7412,226742.4437,226216.921875,276173.18855133426
7413,147195.5115,147348.40625,23376.804577564566
7414,167800.1973,167891.015625,8247.968155805658
7415,384522.8295,385391.34375,754317.0024530755
7416,162603.1731,162867.375,69802.64396360233
7417,250066.3234,252105.09375,4156584.5400391477
7418,152936.2749,153988.734375,1107670.9465172978
7419,194452.7468,194153.953125,89277.66022000175
7420,256689.3806,256682.40625,48.64155792255651
7421,253483.8505,255567.25,4340553.476600248
7422,216437.2809,216043.90625,154743.61526263232
7423,146125.7647,145497.546875,394657.63564773026
7424,301127.7247,304382.59375,10594172.532647768
7425,175724.4539,176670.015625,894086.9757849886
7426,485160.1241,489373.5625,17753063.15059443
7427,193730.222,192500.8125,1511447.7186902717
7428,601539.5029,605081.3125,12544415.242652422
7429,226785.2297,226095.09375,476287.6294823973
7430,241585.4837,246231.265625,21583289.6946566
7431,304792.1218,305012.3125,48483.944366480035
7432,134915.1073,135369.78125,206728.4008085995
7433,224650.2828,221917.78125,7466564.720752328
7434,178419.4711,178918.546875,249076.6291918554
7435,227606.3539,229099.140625,2228412.2063362636
7436,108733.6382,110363.671875,2657009.7816340015
7437,307611.6539,307627.84375,262.11124302328705
7438,220168.7531,216917.1875,10572678.851103371
7439,214133.8772,215592.140625,2126532.2166927652
7440,226485.6848,231566.140625,25811031.38977655
7441,226941.9605,229140.421875,4833232.41736695
7442,163114.7132,164464.1875,1821080.8863604944
7443,244320.7673,245735.125,2000407.7035492708
7444,413949.7793,417107.28125,9969818.564253837
7445,170395.5335,171065.34375,448645.7710050753
7446,210933.1948,210460.65625,223292.68123610012
7447,137951.7411,140003.234375,4208624.657370169
7448,166697.3454,165725.359375,944756.8327952833
7449,130975.6641,127935.75,9241077.735378776
7450,165505.6378,165201.71875,92366.78895290055
7451,188109.685,188017.078125,8576.033297265194
7452,280874.9316,278122.78125,7574331.5490051815
7453,165798.304,168541.484375,7525038.56978512
7454,197761.7774,198040.78125,77843.14831482709
7455,205412.0234,204396.28125,1031732.1152866336
7456,210329.7363,210027.75,91195.7253876837
7457,332983.7847,333563.4375,335997.36854781874
7458,180703.3223,181540.53125,700918.8259601028
7459,141983.2918,141860.53125,15070.152636304056
7460,164925.6569,163850.828125,1155256.8955680043
7461,223779.7065,225024.875,1550444.5933922494
7462,203542.0158,202579.75,925955.469849628
7463,177719.2247,177139.96875,335537.45561039273
7464,216087.2193,217062.265625,950715.3358960114
7465,133814.3533,132808.78125,1011175.1477411783
7466,221687.6229,222461.390625,598716.4922516949
7467,148079.1137,149231.09375,1327058.0355980322
7468,206042.5094,206529.0,236673.10388835034
7469,109874.9821,103347.515625,42607818.582248844
7470,171881.7598,169886.921875,3979378.3470183047
7471,169953.4378,170356.96875,162837.227607891
7472,237181.7801,237244.640625,3951.445603275174
7473,231702.5807,233620.84375,3679733.1289953357
7474,225860.9673,224778.171875,1172445.9324009076
7475,207873.6394,208811.46875,879523.8897214497
7476,257207.1485,259775.9375,6598676.926520947
7477,150460.114,150772.078125,97321.61528701475
7478,274293.098,275195.6875,814667.8055102534
7479,212359.9249,213279.375,845388.4863899866
7480,212492.9905,212446.578125,2154.108553141965
7481,204777.6436,205427.84375,422760.23506000906
7482,262919.9024,264060.34375,1300606.4727897749
7483,192769.9069,192296.671875,223951.3888867523
7484,293130.4906,296702.5625,12759697.658769473
7485,129140.2614,129067.1640625,5343.220749589352
7486,296132.8311,308590.15625,155184949.89282227
7487,261524.8251,263721.34375,4824694.1797978785
7488,306578.3681,305530.53125,1097962.0642179677
7489,216767.6198,216074.171875,480870.024686786
7490,238903.0318,239879.46875,953429.1173253083
7491,175109.8065,175501.984375,153803.48563951088
7492,242890.8312,241901.109375,979549.2908813029
7493,269732.4002,269020.65625,506579.4503615663
7494,274014.0882,275611.59375,2552023.982280808
7495,205745.6582,207275.71875,2341085.286666286
7496,138091.7812,137328.796875,582145.080195702
7497,250437.6142,248563.0,3514178.398841681
7498,282521.193,284166.0625,2705595.6720301565
7499,137746.7705,135272.375,6122633.090420316
7500,262778.7536,264035.71875,1579961.3883145317
7501,176907.4605,178937.625,4121567.897060305
7502,238382.6165,238819.34375,190730.69089255924
7503,195658.3346,193251.875,5791047.80643217
7504,206796.6768,208155.4375,1846230.6398645265
7505,158077.0694,156522.40625,2416977.509967946
7506,305983.1139,314376.53125,70449454.81128109
7507,200923.43027,202120.921875,1433986.1440454482
7508,186903.4633,188668.953125,3116954.32217852
7509,191755.6303,191029.734375,526924.8939315908
7510,195867.5568,196498.796875,398464.03228601674
7511,154387.9297,156871.203125,6166646.903311191
7512,199888.4088,194669.171875,27240434.079283506
7513,218030.8888,217946.75,7079.337665437657
7514,174727.1988,175667.09375,883402.5170354784
7515,242730.6573,241886.40625,712759.8354260884
7516,235520.1097,238218.0625,7278949.311027835
7517,286815.3334,286142.375,452873.00813056424
7518,132437.16,132358.203125,6234.188109766176
7519,257596.5557,259662.390625,4267673.937349767
7520,225137.7378,222599.328125,6443523.678133619
7521,212997.3219,212971.125,686.2775696105197
7522,280627.571,282187.3125,2432793.5468222615
7523,144158.3358,144857.484375,488808.72992452956
7524,205160.9852,201535.90625,13141197.39373307
7525,215287.7534,215077.046875,44397.23967757009
7526,138804.7435,139289.90625,235382.89398755142
7527,310521.2969,331721.28125,449439336.44024426
7528,299354.8975,299828.625,224417.74425623016
7529,358877.0163,362338.71875,11983383.852335881
7530,142426.3107,141437.890625,976974.2446630092
7531,176828.9068,174354.921875,6120601.409127241
7532,154265.5008,155492.28125,1504990.2725021807
7533,257129.4052,257366.921875,56414.170903051665
7534,197882.7049,197559.21875,104643.28924182997
7535,248749.4183,248838.34375,7907.735657704231
7536,273389.2784,275952.96875,6572508.21068307
7537,192928.9987,195681.8125,7577983.817470459
7538,217513.8828,218436.84375,851856.915224917
7539,237763.4018,235581.828125,4759263.699452972
7540,195763.8999,197083.203125,1740560.9994954285
7541,221550.0178,218715.46875,8034668.31685591
7542,291964.6485,288950.5625,9084714.415396063
7543,199993.1756,199850.0625,20481.359391606493
7544,221112.875,221826.796875,509684.4436035156
7545,190989.5859,192477.59375,2214167.361661606
7546,181618.6186,182984.171875,1864735.7468632609
7547,158508.9991,161172.25,7092905.356350883
7548,242582.438,242823.8125,58261.64925025259
7549,254790.7665,249660.03125,26324444.20559254
7550,224811.8726,223316.21875,2236980.43901983
7551,439237.6248,440456.8125,1486418.647831313
7552,199872.8047,203597.5625,13873820.668660782
7553,199184.69,199420.171875,55451.71345351453
7554,166792.275,166638.0,23800.775624998205
7555,234357.976,237106.796875,7556016.202835793
7556,179764.3719,181187.65625,2025738.3409549275
7557,258501.8774,261145.625,6989401.372505773
7558,158245.3243,156652.8125,2536093.833139264
7559,221082.6605,218991.09375,4374651.469705555
7560,215359.9491,213554.5,3259646.452690803
7561,230350.4502,231008.125,432536.1425550505
7562,222700.3558,222670.53125,889.5037827019195
7563,209165.676,210572.46875,1979065.8414525434
7564,89701.41512,92396.4921875,7263440.399764372
7565,152352.8251,152278.296875,5554.45632164873
7566,304736.2579,304635.8125,10089.27838116522
7567,203302.508,205554.3125,5070623.506220243
7568,149015.8584,149417.609375,161403.84591345277
7569,201667.392,202608.65625,885978.3883280766
7570,138919.9211,143277.59375,18989310.92455796
7571,170397.24,172007.828125,2593994.1083910456
7572,146854.7351,144959.578125,3591619.959891116
7573,213365.4622,212000.90625,1862012.9406804272
7574,251823.3893,251187.1875,404752.7303232525
7575,193085.5635,190813.25,5163408.642282201
7576,227812.4564,226068.171875,3042528.50415446
7577,295846.9753,294348.0,2246926.950010063
7578,162636.2504,166220.15625,12844381.141664295
7579,232027.9693,233673.453125,2707617.01833664
7580,152279.2629,149464.265625,7924209.658257434
7581,169239.0639,169392.375,23504.29338320746
7582,175975.2047,175316.9375,433315.7065958427
7583,223423.9089,225083.71875,2754968.738156991
7584,179759.7579,181208.984375,2100257.3758409345
7585,218149.6845,220161.234375,4046332.8996125036
7586,168004.3068,167737.015625,71444.57223287591
7587,189289.9408,188217.15625,1150866.6907187265
7588,157991.9487,157236.984375,569971.1320227179
7589,1000355.073,1000772.0625,173880.24311027097
7590,505931.9083,506141.78125,44046.65514169828
7591,144318.8951,141492.875,7986389.605603978
7592,223593.0173,221100.5625,6212330.930043074
7593,189695.3414,187883.875,3281410.5183289773
7594,192828.5056,195940.09375,9681980.815220397
7595,137863.8641,139228.515625,1862273.784684809
7596,168515.8428,167261.5625,1573219.070968123
7597,168259.4911,166862.84375,1950623.8202620612
7598,147365.5932,145854.28125,2284063.8102128115
7599,259568.9315,257969.96875,2556681.875887582
7600,182439.8058,182232.125,43131.31468864079
7601,151214.034,150621.828125,350707.79838453245
7602,116765.7637,113492.8515625,10711953.859794792
7603,145260.3692,149778.640625,20414776.669971652
7604,199288.5151,201013.84375,2976758.9505108586
7605,256660.9076,256319.578125,116505.81050377966
7606,170921.9864,170882.859375,1530.9240853501803
7607,336678.0399,339317.53125,6966914.586724958
7608,144051.4125,143351.671875,489636.94227539876
7609,195648.3768,199442.484375,14395252.290672394
7610,239213.822,240114.3125,810883.140590276
7611,305474.25,305678.34375,41654.2587890625
7612,138351.5145,140372.140625,4082929.937032555
7613,211713.8471,210829.546875,781986.8879350746
7614,253276.049,254549.046875,1620523.589754518
7615,140440.4143,139783.71875,431249.0453898078
7616,204623.743,204805.984375,33211.918761895125
7617,241153.3687,239281.703125,3503132.02464005
7618,157323.522,158408.234375,1176600.9364781466
7619,131763.1979,130985.0390625,605531.1763793501
7620,167534.4995,164665.796875,8229454.750681921
7621,199699.8045,203335.53125,13218509.000665575
7622,226001.0902,223558.296875,5967239.228664585
7623,219431.3392,219964.953125,284743.82095391885
7624,225709.9503,224843.53125,750681.970202897
7625,181987.7608,181722.171875,70537.47708264984
7626,320631.2716,322781.3125,4622675.871672904
7627,210449.6958,212475.734375,4104832.307388084
7628,147859.6588,148146.90625,82511.09753149979
7629,161052.6315,160160.421875,796038.0149426203
7630,336270.9262,335473.78125,635440.071310482
7631,196647.0476,196737.328125,8150.57319427729
7632,127935.686,127482.6875,205207.64100225136
7633,209620.9794,210040.671875,176141.77357161633
7634,164024.45,162919.0625,1221881.5251562758
7635,215354.4577,217336.015625,3926571.8101303093
7636,497756.6047,500636.59375,8294336.928119756
7637,193116.2282,194082.515625,933711.3877131068
7638,188014.1645,186924.140625,1188152.048070045
7639,331854.5056,336405.28125,20709559.01663315
7640,189770.7704,193464.1875,13641329.874572348
7641,251371.0757,252817.578125,2092369.2655309192
7642,170872.0391,172393.15625,2313797.384024139
7643,152151.471,153143.125,983377.655716019
7644,144294.6428,147837.578125,12552390.717132846
7645,226000.3884,223968.265625,4129522.9726736853
7646,135528.9066,132778.546875,7564478.616902007
7647,180428.9206,181846.609375,2009841.462760966
7648,311722.0227,318568.78125,46878102.641998485
7649,511876.071,515135.25,10622247.754041024
7650,141233.8993,139660.453125,2475732.8656220995
7651,176208.9891,173894.921875,5354907.121819229
7652,135528.5738,134397.03125,1280388.5424605317
7653,155740.2349,156952.96875,1470723.3909357972
7654,246925.2279,251455.9375,20527329.47953218
7655,427660.8604,423358.96875,18506271.768339764
7656,162122.3791,160255.765625,3484245.865051542
7657,282851.6515,285214.84375,5584677.610460166
7658,308522.7218,310981.5625,6045897.587976493
7659,237940.8765,239228.609375,1658255.957355732
7660,118468.6797,119220.3671875,565034.0788640727
7661,253540.3155,250362.90625,10095929.541985543
7662,340225.3291,340046.59375,31946.325339613046
7663,190948.5847,193737.25,7776654.155424053
7664,326917.4628,330198.375,10764384.864108976
7665,166694.3916,165652.5625,1085407.8736068155
7666,398625.4632,403468.5625,23455610.829660505
7667,156380.0931,157997.984375,2617572.177721131
7668,174853.6446,175357.640625,254011.993215801
7669,164876.2329,166475.9375,2559054.8072611513
7670,212637.7338,213412.71875,600601.6727265223
7671,165369.6255,166258.796875,790625.7341194001
7672,197681.9406,195585.90625,4393359.99637993
7673,251017.0023,254102.65625,9521260.299150648
7674,172938.0053,172084.3125,728791.3967718226
7675,206843.6926,208556.640625,2934190.936351368
7676,264072.0633,258580.359375,30158811.999860182
7677,137376.185,137631.125,64994.403600001184
7678,156721.1293,155893.125,685591.1208184909
7679,453968.8773,455302.84375,1779466.4897256216
7680,285029.3849,283543.4375,2208039.6755667734
7681,218544.6474,217567.96875,953901.1853657973
7682,169843.6356,168560.625,1646116.1997123824
7683,281762.3888,279179.21875,6672767.507217081
7684,209005.7679,208098.390625,823333.5191864369
7685,169030.6596,167254.15625,3155964.1525612706
7686,152926.3955,153469.21875,294657.0807405481
7687,184533.9309,185586.15625,1107178.1871826085
7688,145897.8162,144134.984375,3107576.0432328344
7689,172294.5787,171288.6875,1011817.1062374656
7690,189404.9225,189728.84375,104924.97620157155
7691,209845.1125,210204.171875,128923.63477539898
7692,373263.2207,375084.09375,3315578.6642162832
7693,184349.5023,186222.890625,3509583.8162463326
7694,174748.6215,176078.921875,1769699.0877251183
7695,198251.0109,196876.796875,1888464.1865066837
7696,200934.2234,201202.78125,72123.31879662893
7697,233850.9517,233527.203125,104813.1398145339
7698,144987.1099,143259.65625,2984096.112898358
7699,236128.9898,234941.609375,1409872.2736732052
7700,302624.9286,299053.78125,12753093.395411914
7701,227107.9911,222963.359375,17177972.13587659
7702,210669.8013,210305.078125,133022.9943820747
7703,209277.7942,209383.953125,11269.717357154794
7704,130859.5557,132112.90625,1570887.6011853097
7705,154235.0961,155534.9375,1689587.6651539726
7706,154244.472,149497.375,22534929.927409083
7707,180094.1756,176383.828125,13766678.385238785
7708,264115.4044,266206.40625,4372288.736703425
7709,186789.1868,186738.421875,2577.077610255204
7710,188149.5245,186522.515625,2647157.879328764
7711,207443.3259,204651.84375,7792372.593768601
7712,275851.0288,276560.5,503349.38362948125
7713,304734.2408,304842.90625,11808.180023696266
7714,187156.9617,188791.6875,2672328.441185593
7715,233118.9689,238809.09375,32377520.808587443
7716,186758.3273,182504.28125,18096907.79552064
7717,289753.2011,289494.28125,67039.48872402545
7718,178485.0715,176368.21875,4481065.565182524
7719,205674.5967,206359.84375,469563.5195337099
7720,171339.6515,172328.4375,977697.7537959857
7721,149708.3517,149364.9375,117933.31276163949
7722,109861.1615,108716.84375,1309463.112965067
7723,166931.0994,165871.71875,1122287.3615944362
7724,147815.0492,143868.90625,15572044.18183477
7725,111094.8415,108352.6328125,7519708.485800445
7726,179516.6127,176358.390625,9974366.675017292
7727,148954.1265,147474.078125,2190543.1923401793
7728,238867.1356,240527.59375,2757121.2679013936
7729,231293.3562,232873.140625,2495718.829472551
7730,210206.5322,210421.109375,46043.36403098624
7731,268329.7592,268713.15625,146993.2979487245
7732,167291.7079,163204.71875,16703480.312217792
7733,177687.5354,178130.296875,196037.72374418148
7734,235728.1105,234306.15625,2021953.8890930903
7735,187829.6712,190222.234375,5724358.546366025
7736,183767.244,186791.40625,9145557.314325025
7737,200058.9312,198868.71875,1416605.676134983
7738,195681.9593,196546.421875,747295.5435756518
7739,169639.4492,170026.3125,149663.21288688786
7740,130327.5085,129405.3828125,850315.7835473408
7741,86485.96685,89345.71875,8178180.929553627
7742,108031.637,111182.640625,9928823.844763124
7743,166476.4811,166643.984375,28057.34713572411
7744,224258.6576,222584.234375,2803693.1364194206
7745,133727.6589,134078.96875,123418.61070701586
7746,425101.8504,424411.0625,477187.9227864041
7747,132036.224,133173.984375,1294498.6709201692
7748,208890.9769,209162.40625,73673.89204141774
7749,148123.7926,147976.171875,21791.87844952153
7750,206087.6532,205594.828125,242876.55454875628
7751,176424.4379,177581.671875,1339190.472894324
7752,185890.0592,188418.90625,6395067.402293759
7753,246639.1727,246250.4375,151115.05571903652
7754,222000.4217,220447.375,2411954.052380909
7755,222995.0189,222665.46875,108603.30136501952
7756,227513.6613,226168.859375,1808492.2174837245
7757,404173.5755,410101.75,35143252.90245052
7758,138611.0181,137447.125,1354647.1482275787
7759,160609.0988,161138.453125,280216.0013961982
7760,131017.5559,130813.6484375,41578.25326319162
7761,212543.7433,211936.84375,368327.0637902048
7762,143065.7748,142683.34375,146253.50800411304
7763,308172.5875,314408.78125,38890112.48753877
7764,135750.3747,136799.6875,1101057.3522438698
7765,166698.9031,169559.109375,8180779.935549399
7766,180980.54967,180537.375,196403.78812961566
7767,153806.4421,158382.4375,20939733.90082129
7768,190535.2914,187335.953125,10235765.397879895
7769,239528.2805,240589.34375,1125855.2205005763
7770,133531.0706,132226.78125,1701170.7085234392
7771,210186.4531,211577.5,1935011.4779995729
7772,175296.5054,178760.421875,11998717.345776463
7773,178536.0634,178883.0625,120408.37540080053
7774,132483.7861,131741.0625,551638.3459969563
7775,194447.5533,195945.796875,2244733.8100287816
7776,206685.7292,205651.609375,1069403.812458034
7777,148635.7849,150291.5,2741392.492368014
7778,241087.5177,241798.3125,505229.2477070447
7779,90768.57235,92103.2734375,1781426.9929736769
7780,257698.836,257359.546875,115117.11034327258
7781,235197.0097,233485.25,2930121.270544073
7782,192856.1897,194484.546875,2651547.0893740193
7783,239540.3374,236979.5,6557888.189238706
7784,169367.0947,165966.046875,11567126.307937142
7785,154355.6432,150833.46875,12405712.856232742
7786,80981.19413,82907.8671875,3712069.070496385
7787,189062.0733,189588.9375,277585.8852416515
7788,191723.5712,190528.703125,1427709.7166542194
7789,286309.2934,285013.53125,1678999.549372685
7790,200870.3915,202198.078125,1762751.7742038963
7791,208929.2768,206372.53125,6536947.807444763
7792,167895.9728,170184.921875,5239287.867943408
7793,135432.636,132811.453125,6870599.664193259
7794,153640.4389,155007.6875,1869368.7342019374
7795,200802.4614,198075.5,7436318.477089961
7796,215730.96575,216715.5625,969430.7601105565
7797,149382.4502,145452.9375,15441070.059461227
7798,202411.8503,202487.5625,5732.3372288413675
7799,203630.0124,200200.34375,11762627.048792869
7800,262237.0727,260015.53125,4935246.414068186
7801,216410.8133,216323.5625,7612.702100641552
7802,216776.5178,215593.328125,1399937.807026609
7803,314692.411,310478.78125,17754675.670085248
7804,171704.0129,171888.25,33943.30901640943
7805,158286.7865,160163.21875,3520997.9888401097
7806,154745.0446,154161.625,340378.4296641528
7807,231041.8007,229475.125,2454472.7489704667
7808,176252.6154,175890.46875,131150.1961062295
7809,277486.3902,276268.34375,1483637.1543576596
7810,226178.6813,226548.484375,136754.31427945817
7811,131212.5672,132778.28125,2451460.4863674324
7812,218375.929,216670.390625,2908861.1485976535
7813,181385.8452,184093.40625,7330886.8394770445
7814,100529.4129,107260.1953125,45303431.884419374
7815,199873.1899,201745.890625,3507008.0054155346
7816,180368.0115,182195.03125,3338001.166890087
7817,180414.2733,178898.25,2298326.646142892
7818,170367.4162,170625.59375,66655.64732399891
7819,215272.1547,215923.5,424250.6998320722
7820,214482.9619,212066.03125,5841553.766909397
7821,98904.6579,98885.4140625,370.3252817266222
7822,142446.8596,139492.84375,8726209.6420512
7823,158904.1917,159739.8125,698262.121392647
7824,189792.8443,191345.109375,2409526.863064765
7825,229360.6449,229318.828125,1748.6426714017855
7826,191194.8327,193549.484375,5544384.510580311
7827,192091.3302,194906.28125,7923949.413896121
7828,198663.7633,198435.1875,52246.89634563608
7829,247932.1081,247110.65625,674783.1418684425
7830,342648.2799,345322.53125,7151620.282976698
7831,333540.7792,338579.65625,25390281.925016806
7832,211294.8297,213585.890625,5248960.162061846
7833,198542.673,200611.65625,4280691.688780522
7834,166882.7014,167812.921875,865310.1321092427
7835,142714.8331,144236.890625,2316659.1094091595
7836,401843.0008,400214.4375,2652218.4221068243
7837,128130.7837,127910.140625,48683.3665454556
7838,348390.597,349478.03125,1182513.2480730433
7839,304189.1275,305262.5,1152128.523756245
7840,186151.075,189737.265625,12860763.198837807
7841,200379.0622,199390.625,977008.0983438118
7842,342102.319,341027.5,1155235.8827610381
7843,296702.2966,297490.96875,622003.7601856202
7844,150287.9293,153117.109375,8004259.896777068
7845,192491.7869,191496.84375,989911.8717319353
7846,219072.712,222198.484375,9770452.940313144
7847,244927.5148,246542.09375,2606865.185783088
7848,214897.5112,215555.0,432291.52212542936
7849,503617.6723,504162.125,296428.7425373155
7850,228689.6785,227897.0,628339.2043622644
7851,168257.2369,170562.921875,5316183.203940801
7852,155202.8691,158152.75,8701797.324184746
7853,161473.3356,160271.28125,1444934.6603539016
7854,214207.3675,210539.59375,13452564.281189011
7855,309034.0495,305430.40625,12986244.673270727
7856,251753.3395,252469.5,512885.8617602473
7857,146155.7892,144079.734375,4310003.636405777
7858,229296.30828,224167.578125,26303873.0028063
7859,165674.5594,164734.15625,884358.0845299193
7860,277710.5229,282721.71875,25112083.847057406
7861,198989.9909,197562.125,2038801.0283828224
7862,193534.2682,194402.8125,754369.201062505
7863,156989.3409,158406.734375,2009004.2629725467
7864,119468.3758,120481.59375,1026610.6142022139
7865,157184.0127,159088.78125,3628143.229069133
7866,211206.45,210606.703125,359696.3140722796
7867,134804.0298,136533.53125,2991175.2655521394
7868,342392.0996,341407.625,969190.2380451914
7869,168143.1037,167228.0,837414.7817537027
7870,158762.2721,159882.84375,1255680.8227837181
7871,195737.642,195612.015625,15781.986095638753
7872,150321.2816,147058.078125,10648496.919251993
7873,224865.5607,221001.984375,14927222.019100519
7874,211746.7715,211081.390625,442731.70881576906
7875,260493.3157,257772.765625,7401392.710582541
7876,223003.8466,221819.53125,1402602.8482455984
7877,351419.0606,351018.15625,160724.29784894348
7878,169787.5592,168761.0,1053823.791104617
7879,223476.3922,225483.078125,4026788.4015930975
7880,173189.4865,171419.53125,3132741.587002559
7881,146520.2221,145751.296875,591246.0016413216
7882,260196.2501,262169.125,3892235.3710499913
7883,144001.216,143346.03125,429267.0566325439
7884,166333.9256,166312.171875,473.2245513750922
7885,460716.9744,462951.78125,4994361.656806894
7886,158937.5434,162845.15625,15269438.185485162
7887,63379.16946,64338.83984375,920967.2454468773
7888,243292.8284,244105.234375,660003.468215703
7889,164688.5024,165037.4375,121755.70401201169
7890,203967.5041,201975.546875,3967893.5862296647
7891,109993.2889,115685.171875,32397531.801094856
7892,239189.5246,240804.90625,2609457.8751567085
7893,265903.1155,265239.96875,439763.61203558167
7894,176701.2172,174845.625,3443222.412700891
7895,307645.2525,308171.90625,277364.17238906
7896,125739.9105,125086.53125,426904.44433056004
7897,86990.67434,88982.5078125,3967400.5821714173
7898,135872.5479,132785.0625,9532566.095213192
7899,260653.0878,258066.03125,6692861.592897946
7900,173030.5518,172746.234375,80836.39815862298
7901,204412.6374,205367.515625,911792.4245791375
7902,143389.4254,146050.96875,7083813.003929183
7903,149452.1422,150579.6875,1271358.4035520854
7904,144120.1335,142758.40625,1854301.1033925524
7905,166674.1252,164357.609375,5366245.567475474
7906,215701.177,215352.5,121575.65032899725
7907,212150.9195,208182.25,15750337.600230163
7908,270661.2625,271441.1875,608283.0056249818
7909,226451.9728,228240.21875,3197823.5776914433
7910,165488.189,164147.765625,1796734.8242464256
7911,233093.7651,233862.21875,590521.0121983384
7912,135122.7002,132158.546875,8786204.934108509
7913,196320.6195,196114.140625,42633.52582126591
7914,257380.5094,259943.375,6568280.083663309
7915,140335.9833,140295.75,1618.7184288894043
7916,239810.1823,238429.421875,1906499.3512461416
7917,198230.1957,194511.609375,13827884.256477088
7918,180922.8476,181457.03125,285352.17192731367
7919,269645.0417,270226.96875,338639.09152170067
7920,158763.8722,159321.171875,310582.9277550917
7921,186356.2399,187758.515625,1966377.2089243152
7922,157927.8126,157940.6875,165.7630500098777
7923,203369.8824,199813.15625,12650300.906093838
7924,291785.05,288535.09375,10562215.626913987
7925,147322.9,147413.6875,8242.370156251058
7926,212121.1742,211492.453125,395290.1901491664
7927,228107.1591,229787.828125,2824648.371594485
7928,158449.3664,157215.046875,1523544.689796223
7929,125375.0887,127215.046875,3385446.0857493565
7930,148440.453,147823.34375,380823.8264355731
7931,208782.9187,208233.265625,302118.5028569658
7932,139088.7361,136290.046875,7832661.378131152
7933,250313.8683,251987.828125,2802141.495714024
7934,188754.8439,190208.40625,2112843.505337502
7935,146983.2839,147653.515625,449210.56519646297
7936,242670.7278,242564.25,11337.521892838571
7937,223499.1817,224380.21875,776226.2834727264
7938,218207.2031,218677.125,220826.59209959744
7939,244143.0413,244439.375,87813.66175568308
7940,127403.7628,127372.3046875,989.6128420624541
7941,156029.9535,158546.421875,6332613.082375124
7942,228998.0871,229494.765625,246689.55719617137
7943,250800.4519,251044.328125,59475.61312025771
7944,139913.0763,141987.859375,4304724.808306513
7945,176571.1063,176804.25,54355.98484968347
7946,138047.8837,136680.25,1870421.9373757057
7947,138850.4697,140666.8125,3299101.1671118876
7948,223488.809,223159.0,108773.97648100553
7949,374055.8037,384465.9375,108370885.73390266
7950,132137.289,132435.71875,89060.31568506862
7951,211082.8674,212800.375,2949832.3560578004
7952,287622.8403,290240.6875,6853123.9625479365
7953,131012.1524,133479.75,6089037.915525729
7954,155129.7977,155745.4375,379012.36334404553
7955,236778.6157,242090.28125,28213790.91505686
7956,476785.3388,481266.53125,20081085.773936763
7957,146840.1773,146888.5,2335.0833352890054
7958,193349.8928,195254.953125,3629254.8418891
7959,312328.8987,315497.5,10040034.198361564
7960,179592.6181,176659.515625,8603090.12885108
7961,249124.518,250612.390625,2213764.9482243583
7962,228063.4358,226015.859375,4192569.2162158075
7963,195914.80264,196860.734375,894786.8472800932
7964,214856.7005,214513.359375,117883.12811626995
7965,225923.4292,223737.203125,4779584.451009964
7966,303146.8045,303369.1875,49454.19868898778
7967,189174.1495,190463.46875,1662344.1284205636
7968,166142.043,167519.84375,1898334.9067005485
7969,350724.0772,354434.84375,13769788.388598904
7970,192842.259,193499.703125,432232.7774970276
7971,230535.0209,228781.984375,3073137.0579840867
7972,166294.287,163201.453125,9565621.378347585
7973,408428.6413,406377.6875,4206411.489734512
7974,221590.2628,220518.625,1148407.574388833
7975,289624.6667,290625.0,1000666.7110888868
7976,252674.8499,248595.03125,16644920.216887832
7977,191713.8838,184074.125,58365914.5221776
7978,168354.1722,167405.671875,899652.8665251073
7979,403273.0745,405068.78125,3224562.731995606
7980,530421.3298,532351.4375,3725315.7335994886
7981,211048.861,211910.515625,742448.692783883
7982,249672.97547,248982.96875,476109.2736451651
7983,243442.5226,243163.84375,77661.9014373206
7984,411650.631,417332.21875,32280439.36095013
7985,181797.0176,181852.046875,3028.2211070265116
7986,212961.2951,212838.484375,15082.474175022788
7987,193733.3291,196656.9375,8547486.076550545
7988,127988.7607,130086.9140625,4402247.532570061
7989,178892.3969,182495.859375,12984941.80873318
7990,143248.0294,146637.90625,11491265.058165926
7991,184773.0494,183408.40625,1862250.9268418923
7992,137981.1848,136702.25,1635674.2226510097
7993,247986.06,245496.9375,6195730.820006238
7994,203487.6046,203788.390625,90472.23283530575
7995,207372.81,210491.53125,9726422.235201577
7996,264839.5029,264803.15625,1321.0789662240504
7997,158681.5725,158413.703125,71754.00206289561
7998,207224.1498,205755.453125,2157069.923156096
7999,308484.3814,305644.125,8067056.417741033
8000,80597.20349,76143.7109375,19833595.915172964
8001,237998.3262,237940.296875,3367.4025599568354
8002,264737.405,264595.28125,20199.160314070443
