,Actual,Predicted,Error
4357,258025.3034,256428.265625,2550529.6547769643
4358,269813.2151,268762.53125,1103936.552650764
4359,143248.0294,143968.296875,518785.2355428764
4360,243340.5483,243214.9375,15778.073076638724
4361,318635.3025,319101.21875,217077.95201407117
4362,200102.1669,198895.5625,1455894.1780993869
4363,268170.4782,269937.40625,3122034.733876759
4364,203169.4851,203507.4375,114211.82466576624
4365,246459.5051,246941.125,231957.72807600093
4366,184780.398,183384.515625,1948487.604835603
4367,243987.5143,244022.90625,1252.5901248018044
4368,131939.0301,130882.8046875,1115612.1220108026
4369,153473.3814,154160.265625,471809.9385538328
4370,292874.8416,292952.4375,6021.1236968122985
4371,106472.0268,107149.3203125,458726.5020745783
4372,162339.3055,165028.015625,7229162.136277582
4373,122756.9273,123412.359375,429591.2049388112
4374,137077.6357,137517.59375,193563.08575979067
4375,233402.7042,234208.015625,648526.4912355187
4376,184203.261,184654.1875,203334.70840225127
4377,242163.3284,247001.34375,23406392.526835635
4378,168479.1105,168155.734375,104572.11822002195
4379,217765.8384,217183.09375,339591.32710363163
4380,225026.3504,225227.296875,40379.48581492735
4381,373937.7457,376606.03125,7119747.77633865
4382,152783.3399,155574.09375,7788307.051289869
4383,136911.8589,137789.34375,769979.6619795365
4384,196336.5644,199972.21875,13217982.5526739
4385,329449.1144,331607.15625,4657144.626351334
4386,134833.8051,136813.15625,3917830.975006331
4387,127225.6774,128288.8515625,1130339.2998075753
4388,381124.7078,384411.625,10803824.679656006
4389,186767.7976,186615.0,23347.10656575718
4390,78212.45475,79763.1640625,2404699.371874209
4391,214398.9293,213497.953125,811758.0679176105
4392,249217.8589,252362.328125,9887686.70697215
4393,224827.8456,219420.640625,29237865.64166476
4394,189854.68517,190474.984375,384771.1037236177
4395,140461.6335,136988.703125,12061245.389597615
4396,232723.5982,232429.90625,86254.96149480698
4397,267354.3987,264095.0625,10623272.464630568
4398,185422.4001,188292.46875,8237294.055712828
4399,232913.0987,234362.046875,2099450.813835824
4400,195438.9711,192141.03125,10876407.254217992
4401,123823.1608,124112.8984375,83947.89858408266
4402,385752.6593,384502.46875,1562976.411309301
4403,316697.2578,319158.0625,6055559.771541986
4404,121567.8388,122937.578125,1876185.8184514618
4405,197009.3883,200252.453125,10517469.459152335
4406,256719.7783,253118.953125,12965941.940913819
4407,190384.3506,190851.1875,217936.69120160514
4408,213493.6752,210261.453125,10447259.542117292
4409,187293.465,189092.171875,3235346.422172278
4410,166853.2533,166027.34375,682126.584781221
4411,117221.0451,122289.0859375,25685037.93056767
4412,146274.407,149242.09375,8807164.646125523
4413,146882.0828,147894.5,1024988.5868558324
4414,164086.6508,163480.484375,367437.73479728436
4415,252425.6376,252048.796875,142008.93201851603
4416,174992.5295,178414.765625,11711700.095254987
4417,225862.8881,233417.109375,57066259.071662456
4418,193875.1048,193700.125,30617.93040804034
4419,231455.2114,219840.21875,134908054.25955403
4420,328182.9977,329175.5,985060.8155052757
4421,232016.1444,233324.625,1712121.4805763857
4422,163104.4462,161762.6875,1800316.4090257054
4423,216896.8103,217381.640625,235060.44403959406
4424,174991.8954,177996.59375,9028212.174492672
4425,190244.6029,194336.171875,16740936.677182566
4426,146741.3886,145525.21875,1479069.1040490363
4427,152429.9448,152816.671875,149557.83053805758
4428,226165.9446,223018.46875,9906604.226333147
4429,223498.8143,226020.5,6358898.769584499
4430,140013.4939,138610.96875,1967076.7963825262
4431,130665.7593,131535.484375,756421.7060837466
4432,277309.9142,276612.65625,486168.6488382015
4433,192400.6349,195798.734375,11547080.041995244
4434,262339.9969,261723.4375,380145.49372839375
4435,136878.0962,137757.421875,773213.6427142057
4436,180648.0175,181146.78125,248765.2783140753
4437,98901.27369,101712.59375,7903520.479758393
4438,231464.4431,233878.921875,5829707.754925481
4439,162903.0986,162325.34375,333800.66669851966
4440,246235.07,250303.46875,16551868.389001505
4441,151672.9561,147217.78125,19848582.944072615
4442,176633.3584,173928.5625,7315920.860656796
4443,192675.1335,197054.5625,19179398.366041034
4444,215556.5572,216346.6875,624305.8909780739
4445,104972.1599,104478.2265625,243970.14189388766
4446,156382.0046,156466.78125,7187.080385224932
4447,134127.5511,134441.234375,98397.1970147184
4448,202923.6906,201254.03125,2787762.3450424285
4449,221197.7934,218066.875,9802650.027458528
4450,217887.3934,218999.0,1235669.2331635582
4451,226978.8062,223820.28125,9976279.859772451
4452,270964.1652,268542.84375,5862797.564230047
4453,173747.804,175435.703125,2849003.456175753
4454,264280.3052,268772.0625,20175883.642103266
4455,217299.5456,215446.546875,3433604.274851671
4456,128143.3767,125162.4296875,8886045.091332637
4457,229878.3032,228324.59375,2414013.0550192865
4458,339690.8988,344555.375,23663128.700366203
4459,168778.1033,166263.59375,6322758.277041142
4460,167062.0612,162402.6875,21709763.27625166
4461,113859.4469,111835.671875,4095665.3518137317
4462,219213.9788,218184.953125,1058893.8398092296
4463,158617.8443,159475.703125,735921.7636303857
4464,163905.1928,165985.515625,4327743.056216023
4465,280616.9381,283611.90625,8969834.219514253
4466,189231.7605,189238.890625,50.83868251556856
4467,220168.3346,219158.046875,1020681.2872856796
4468,164410.959,165810.765625,1959458.5873938834
4469,232993.5711,234083.96875,1188967.0351255203
4470,262500.6066,265256.1875,7593226.0964448145
4471,204075.6105,205856.78125,3172569.2406555275
4472,149239.4469,148684.84375,307584.6539899335
4473,157415.9614,157703.34375,82588.61509152241
4474,211491.1799,210622.28125,754984.863971802
4475,202012.0131,202120.671875,11806.729384498227
4476,201254.9098,199697.734375,2424795.304223912
4477,219840.1436,218689.265625,1324520.1133401245
4478,200258.036,202146.046875,3564585.0641182926
4479,194871.0787,194058.28125,660639.6947265232
4480,305589.41814,309489.125,15207713.593930878
4481,286086.8561,283117.28125,8818374.789752377
4482,182941.5603,187743.015625,23053973.23797074
4483,203980.6281,199517.796875,19916862.542835016
4484,156594.7476,157257.078125,438681.7243467724
4485,243000.9148,244215.21875,1474534.0829856058
4486,184279.2069,183508.28125,594326.3578279073
4487,158284.7174,158503.890625,48036.90255690322
4488,170102.8709,171739.34375,2678043.388787093
4489,255323.0937,255856.828125,284872.4364300832
4490,239904.9058,243839.234375,15478941.33606147
4491,201624.4018,202004.5625,144522.1578244958
4492,163122.1165,162635.359375,236932.49873826926
4493,218102.2705,214574.078125,12448141.435008233
4494,249671.2187,248493.0625,1388052.0315984343
4495,265779.2256,265642.15625,18788.00670942393
4496,235671.5289,237497.078125,3332629.9728980833
4497,304043.55,303771.8125,73841.26890624367
4498,180709.138,181736.46875,1055408.4698955496
4499,141462.2505,133041.75,70904828.67050016
4500,238009.4987,232765.984375,27494442.476480167
4501,219795.4928,223064.953125,10689370.816749059
4502,247464.6221,247908.015625,196597.81801191872
4503,175832.9859,174832.59375,1000784.4537816219
4504,146412.6672,148726.875,5355557.741580858
4505,150019.1353,147307.453125,7353220.2182127
4506,212416.4808,210646.171875,3133993.689934621
4507,210122.0789,206532.203125,12887208.079931801
4508,120211.9702,119909.3828125,91559.1270740728
4509,224079.4346,221642.796875,5937203.402893214
4510,169526.6469,171440.25,3661876.824329639
4511,264794.5492,266463.0625,2783936.6322768615
4512,242500.9734,239079.734375,11704876.466182869
4513,281209.0575,281727.53125,268815.02943906735
4514,159241.8045,160713.6875,2166439.565689005
4515,237528.498,238918.46875,1932018.6858555838
4516,165018.0124,166264.78125,1554432.5653303054
4517,197265.17,196424.15625,707304.127689084
4518,156198.1086,154590.984375,2582848.274581873
4519,236639.3194,232769.40625,14976227.78854298
4520,183501.1483,184960.359375,2129296.9614026533
4521,201939.3902,201185.34375,568586.048757594
4522,99118.25908,99488.0625,136754.56944369385
4523,249919.7683,248384.96875,2355609.6586801903
4524,179771.6955,182515.390625,7527862.938948757
4525,199072.5132,201719.703125,7007614.499021576
4526,219490.3387,220346.125,732370.191267702
4527,211779.6193,212426.46875,418414.2109653139
4528,191562.9402,190171.546875,1935975.3848545884
4529,284911.656,289914.34375,25026884.72399989
4530,205709.9663,207624.890625,3666935.1704767053
4531,152691.0547,158072.109375,28955749.415339272
4532,265008.7599,267046.71875,4153276.274293304
4533,269066.6799,266413.46875,7039529.40648426
4534,173238.7787,175496.40625,5096882.154519023
4535,138149.6045,141085.875,8621684.449170329
4536,178382.8597,181364.40625,8889619.829816896
4537,250024.5411,251503.71875,2187966.520259516
4538,229549.2774,231262.203125,2934114.539366804
4539,148463.7146,149194.046875,533385.231906666
4540,136834.6549,135705.96875,1273932.425201809
4541,168622.8403,167009.5625,2602665.2599728745
4542,212194.98461,212757.390625,316300.5257081644
4543,96918.98599,96297.6953125,386002.1059484103
4544,293980.3322,295215.78125,1526334.3551458917
4545,160025.7969,160650.609375,390390.62891564233
4546,185218.1502,183513.734375,2905033.304510443
4547,214175.5819,215114.25,881097.8019576286
4548,186803.2759,190732.5625,15439293.184939498
4549,266100.6289,266580.875,230636.3165651998
4550,87195.76884,86436.15625,577011.2868865146
4551,169101.7883,170575.234375,2171043.335932948
4552,169117.7677,168284.40625,694491.306346097
4553,194008.1566,196303.640625,5269246.909030258
4554,167160.0895,166925.0625,55237.690729000875
4555,222413.4366,220358.578125,4222443.352279269
4556,130447.0688,131490.453125,1088650.8496557188
4557,181727.5737,181400.609375,106905.66982271093
4558,218201.8885,218006.828125,38048.54989514099
4559,93552.73965,96223.2890625,7131834.164604078
4560,209310.708,207587.0625,2970953.8096702956
4561,187153.1961,188418.984375,1602219.957127473
4562,202313.5603,201339.59375,948610.8405189257
4563,165997.8241,167728.65625,2995779.9314736295
4564,272614.1789,276264.15625,13322334.65551303
4565,236151.0892,236014.328125,18703.591635152236
4566,107620.7758,112192.8359375,20903733.90091649
4567,162726.6417,163630.875,817637.8608288766
4568,192892.392,194395.921875,2260602.085017538
4569,164741.5684,167002.390625,5111317.133053999
4570,134939.3638,138438.625,12244828.945825497
4571,255311.8074,255093.90625,47480.9111713184
4572,161677.2794,162770.671875,1195507.1043866267
4573,176947.2402,177294.1875,120372.42897728988
4574,208760.8661,211132.046875,5622498.267729535
4575,217744.963,217332.828125,169855.1551912564
4576,161161.0837,160118.140625,1087730.2576904313
4577,168248.2469,168277.046875,829.4385600007242
4578,225672.1436,228886.296875,10330781.275193159
4579,134458.6302,133605.296875,728177.7635555798
4580,208824.4436,206802.578125,4087939.9989969702
4581,213144.0155,209206.90625,15500829.246435631
4582,294410.4982,290721.84375,13606171.6515046
4583,135408.837,131513.84375,15170972.417545559
4584,208591.0626,207036.609375,2416324.8287129155
4585,191160.1243,190142.859375,1034827.9276352472
4586,127760.7583,128042.8125,79554.57173763926
4587,134983.8175,135911.8125,861174.7200249913
4588,301363.163,299146.15625,4915118.929545565
4589,298081.8583,299486.0,1971613.913678829
4590,141249.8044,143818.609375,6598758.999584784
4591,228847.3188,228313.125,285363.01595844876
4592,175727.3045,174109.328125,2617847.5500581353
4593,222815.0986,226046.359375,10441046.196053617
4594,385976.6686,387102.0,1266370.7598260154
4595,196373.361,191459.15625,24149408.324922606
4596,205256.1631,213486.390625,67736645.11326754
4597,134362.1734,136228.890625,3484633.1981117018
4598,187832.4981,186218.90625,2603678.658386413
4599,189136.3724,190392.0625,1576757.6272380278
4600,310082.9439,308575.3125,2272952.438265999
4601,139066.5298,137047.390625,4076923.008019638
4602,273456.2341,271775.0625,2826337.948646565
4603,232992.3709,232196.625,633211.5373668243
4604,319193.9968,319986.65625,628309.0036742666
4605,274340.9745,274576.75,55590.08640024473
4606,249649.137,250556.5,823307.6137690219
4607,250386.9281,250161.390625,50867.15262937115
4608,444577.2568,451690.34375,50596005.95826068
4609,183325.0705,185019.3125,2870455.9545639944
4610,137181.2919,138992.515625,3280531.3820028356
4611,237917.5689,240142.453125,4950109.814653793
4612,196947.026,196162.109375,616094.1082014104
4613,231348.2054,229557.671875,3206010.304148948
4614,367794.3088,372779.09375,24848080.997746512
4615,206523.9844,206439.15625,7195.8150324202325
4616,306922.9648,310307.25,11453386.31493893
4617,172600.8233,166166.25,41403733.55307275
4618,768400.8505,775420.9375,49281621.48756981
4619,169358.1002,169771.484375,170886.476140442
4620,284669.2467,291537.90625,47178484.013805956
4621,242940.4222,244039.5625,1208109.3990840882
4622,204519.4126,200470.15625,16396476.988015408
4623,97306.65965,97972.8125,443759.6195631206
4624,156637.7978,156959.078125,103221.04723210544
4625,192811.678,192407.984375,162968.54286565227
4626,318104.3919,320052.65625,3795733.97748097
4627,125879.2571,125745.2734375,17951.621816914587
4628,154696.1581,154704.78125,74.35871592249036
4629,286500.393,290303.28125,14461959.041988201
4630,262024.5423,262494.625,220977.74483928908
4631,300169.1698,300295.0625,15848.971913296495
4632,280090.8065,279275.25,665132.4046922598
4633,180385.775,180987.953125,362618.49422852264
4634,273549.7747,277054.625,12283975.625410026
4635,233207.2567,229811.765625,11529359.640404643
4636,331993.0834,337668.875,32214610.286630522
4637,253931.2854,256093.15625,4673685.572079751
4638,229117.6041,225745.75,11369400.07168679
4639,372670.0053,374307.65625,2681900.6340358406
4640,254897.8208,253604.28125,1673244.5674141683
4641,223310.2324,219051.875,18133607.74613483
4642,284362.0829,284534.1875,29619.993341167086
4643,192331.6165,194064.484375,3002831.072207003
4644,376728.314,376432.46875,87524.41194757022
4645,248519.7601,248360.140625,25478.376799280115
4646,298886.3537,295688.9375,10223470.356022298
4647,347945.2205,341967.71875,35730527.17125301
4648,135844.0334,141160.03125,28259833.141204774
4649,294653.9329,296367.59375,2936633.5088226735
4650,201593.7421,200742.625,724400.3179124154
4651,289292.28351,288141.15625,1325093.9687150598
4652,142158.0379,140076.203125,4334036.030399282
4653,255378.4824,254205.796875,1375191.3405445446
4654,258871.3279,258676.296875,38037.100712552136
4655,262140.6841,266431.9375,18414855.74301145
4656,196428.80624,196864.296875,189652.09317269857
4657,291493.4308,295846.96875,18953292.68209044
4658,214986.7872,216808.15625,3317385.2162979334
4659,164990.1745,163086.03125,3625761.5165205384
4660,196688.0527,195087.03125,2563269.683360103
4661,371935.7794,372018.375,6822.033139360093
4662,209796.889,211545.25,3056766.1863210155
4663,291060.0844,295932.125,23736779.608048435
4664,180579.4415,178862.8125,2946815.1236409526
4665,173806.2842,174179.46875,139266.70835870653
4666,89324.51831,89500.609375,31008.06317283441
4667,174890.2509,176689.140625,3236004.2427105266
4668,199915.9194,198354.65625,2437542.6235479643
4669,101272.0472,99814.5234375,2124375.518252159
4670,202959.8878,202219.28125,548498.0619028978
4671,246222.7611,247214.234375,983019.2550392189
4672,286006.6243,286655.34375,420836.9248082701
4673,280179.7095,281706.4375,2330898.3859840087
4674,159019.9877,159900.828125,775879.8543141844
4675,170435.7907,170777.671875,116882.73781937223
4676,191780.7,188129.609375,13330462.751962977
4677,151134.1828,145759.796875,28884024.07083821
4678,148890.6108,148010.984375,773742.6475582717
4679,206759.4435,210392.203125,13196942.493030185
4680,157192.6606,158196.234375,1007160.3218677448
4681,215308.5736,214926.5,145980.23581696255
4682,177525.4224,177625.03125,9921.922998320431
4683,182727.7424,184118.671875,1934684.8044238084
4684,332182.1698,333608.0,2032991.7592321136
4685,174684.7027,172713.25,3886625.748337268
4686,259240.2114,262538.90625,10881387.713416522
4687,206323.8876,206006.140625,100963.14012164254
4688,199730.6085,204856.03125,26269958.366217542
4689,237248.4415,238146.765625,806986.2335570403
4690,202835.4028,202035.21875,640294.5138744197
4691,223011.6643,227075.1875,16512220.796938207
4692,271278.3822,270386.0625,796234.447008077
4693,331467.2135,333111.96875,2705219.8324025213
4694,388307.0994,389086.34375,607221.7570069125
4695,146574.8708,149248.0625,7145953.864948867
4696,177417.6642,175501.0,3673601.655561637
4697,236659.5354,240089.3125,11763370.955684455
4698,205317.9023,205565.875,61490.45994529645
4699,269607.9603,271201.96875,2540862.9386714757
4700,186993.8413,185619.5,1888814.0088856902
4701,137146.9012,136759.328125,150212.88846495017
4702,224311.9369,226332.859375,4084127.649960123
4703,207721.1238,209799.6875,4320427.054957685
4704,237013.1597,236814.546875,39447.05425447635
4705,179221.5095,179231.453125,98.87567814091209
4706,214893.8129,215466.9375,328471.8071251716
4707,217019.6039,220717.3125,13673048.890514053
4708,280134.0832,283375.5625,10507188.05232853
4709,270687.6967,274604.59375,15342082.500298927
4710,131155.462,130902.703125,63887.04889126539
4711,285807.1676,287506.28125,2886987.1956163696
4712,193392.9813,190800.15625,6722741.739907575
4713,173815.464,173023.421875,627330.727774527
4714,130500.0191,132603.640625,4425223.520443304
4715,283511.55149,282993.15625,268733.62485464045
4716,257778.4453,258791.359375,1025994.9233331216
4717,251809.8299,255935.671875,17022572.002671804
4718,197247.7756,197249.203125,2.037827625643347
4719,297285.3698,301503.28125,17790777.00004122
4720,197716.2556,200859.09375,9877431.637095397
4721,241829.534,240415.09375,2000641.2208201026
4722,296026.5857,295283.15625,552687.3471272965
4723,173991.6071,171333.453125,7065782.554808267
4724,470807.6483,473015.65625,4875299.107263199
4725,190662.2528,192417.09375,3079466.7597969463
4726,191320.846,188953.03125,5606546.690317517
4727,187952.0376,191050.03125,9597564.655440258
4728,205452.7744,204957.59375,245203.87613441734
4729,312652.1454,312262.375,151920.96471614396
4730,146186.9494,144371.65625,3295289.220436967
4731,144898.6252,145527.953125,396053.63718479365
4732,237422.1557,240387.65625,8794193.512050284
4733,151061.9224,152948.265625,3558290.7625033613
4734,205945.5978,206583.703125,407178.4057933701
4735,175952.3713,176309.0625,127228.6121574408
4736,305771.6457,309164.09375,11508703.771948846
4737,161887.4939,162963.53125,1157856.3785950197
4738,118586.2706,118494.3515625,8449.109454927044
4739,183810.2871,182315.0625,2235696.604445121
4740,175954.8798,178509.375,6525445.7268230645
4741,132348.335,133193.28125,713934.1653890762
4742,345284.1379,344401.75,778608.4060663613
4743,154684.3703,158888.25,17672604.532072008
4744,295715.4625,301036.90625,28317763.584413815
4745,217357.3894,214253.671875,9633062.474992035
4746,164836.7105,164762.203125,5551.348929388612
4747,172416.5815,169814.90625,6768714.106462563
4748,141908.928,142624.359375,511842.05233437
4749,230982.6196,232969.484375,3947631.634135779
4750,203089.6071,201906.359375,1400075.178717661
4751,280523.87,283673.65625,9921153.420689091
4752,238349.9657,237067.453125,1644838.5050331324
4753,127144.8958,128966.0234375,3316505.872066337
4754,198346.2906,199590.671875,1548484.757570607
4755,411800.3714,413037.8125,1531260.475969201
4756,169032.2719,169118.90625,7505.510599923807
4757,220393.4937,220996.53125,363654.2867100124
4758,299971.8504,302144.03125,4718369.645106741
4759,144863.0675,145009.046875,21309.977925389267
4760,177477.6413,178860.0625,1911088.374209472
4761,186776.0995,185776.953125,998293.478675663
4762,184259.137,183399.296875,739325.0405599948
4763,140163.5079,139400.953125,581489.7848752958
4764,234348.9026,235268.75,846119.2392867577
4765,286516.3007,288428.125,3655072.154070407
4766,419021.1611,423570.59375,20697337.43688578
4767,367921.1663,373346.4375,29433567.593549628
4768,142808.9179,146084.390625,10728721.572218923
4769,300286.9456,301141.65625,730530.2952234613
4770,163808.1354,162821.828125,972802.040717924
4771,251404.7015,249407.53125,3988689.0074850447
4772,124541.3298,127679.21875,9846347.06253206
4773,200927.2304,203230.640625,5305698.664634549
4774,140577.9456,143221.953125,6990775.792256592
4775,184345.444,184752.484375,165681.8668801499
4776,207141.576,212002.078125,23624480.907129508
4777,149048.3715,150112.5,1132369.4645122322
4778,305231.4439,307962.65625,7459520.900792452
4779,241502.3569,251559.453125,101145184.47890899
4780,137472.351,139860.46875,5703106.387865086
4781,199803.7632,198398.296875,1975335.5907089682
4782,238177.4576,238917.703125,547963.4372825341
4783,219043.3294,218991.140625,2723.6682359993515
4784,334523.5058,337540.375,9101499.769908734
4785,202017.5237,202180.875,26683.647211693056
4786,301627.0165,300866.09375,579003.4314676037
4787,337767.0228,339586.0625,3308905.430176174
4788,160722.8812,160179.875,294855.73323844373
4789,291729.6627,295819.125,16723701.903121402
4790,231611.3442,232387.734375,602781.7038365427
4791,262399.8492,266160.125,14139674.092065664
4792,225238.3522,226881.625,2700345.49521986
4793,195110.6191,194089.59375,1042492.7653426445
4794,184121.9298,184100.09375,476.8130796030511
4795,194920.5139,190402.25,20414708.670043126
4796,231132.69,232647.84375,2295690.8861390552
4797,252972.4375,252386.171875,343707.3830566406
4798,377873.0001,378990.5,1248806.0264999995
4799,152295.6616,153309.359375,1027583.1790399664
4800,292892.2692,293085.25,37241.58916864748
4801,210934.8986,210597.0,114175.46388195046
4802,222639.8899,222251.125,151138.14747201718
4803,161696.7195,160628.546875,1140992.7567994045
4804,98509.47766,107865.6953125,87538808.76095253
4805,161804.0142,164905.15625,9617082.014278172
4806,278801.1806,276946.59375,3439492.3841930022
4807,161068.0967,157800.359375,10678107.22519812
4808,170821.6806,170854.1875,1056.6985476104935
4809,152614.561,153415.875,642104.1265960209
4810,147540.7512,147008.28125,283524.2476530012
4811,370018.312,377523.53125,56328315.99057092
4812,81105.20866,80481.7265625,388729.92590300436
4813,169265.60676,172086.0,7954618.028237725
4814,163612.3271,164965.203125,1830273.5390198142
4815,148747.9921,149318.390625,325354.4773221721
4816,176965.1252,176780.046875,34253.98638480914
4817,307101.7523,310236.28125,9825271.738388147
4818,189407.791,189071.875,112839.55905599828
4819,149058.8375,150438.359375,1903080.6036035316
4820,107148.496,106641.734375,256807.3445726398
4821,167949.3992,169533.953125,2510811.14123286
4822,216226.4794,216039.21875,35066.55103842665
4823,165013.4866,167857.9375,8090900.922510788
4824,227898.00817,228052.0625,23732.736591753084
4825,150765.6537,150584.0,32998.066723688295
4826,194506.8273,192592.703125,3663871.3573194477
4827,141820.433,141249.84375,325572.09221555106
4828,277971.6511,277782.3125,35849.10544996656
4829,200672.3881,199479.453125,1423093.8545782769
4830,189225.9786,188510.59375,511775.4836095256
4831,196167.748,196759.0625,349652.8379102591
4832,329802.3007,328075.28125,2982596.180678377
4833,226459.3084,228786.65625,5416548.014899581
4834,179623.6638,181371.203125,3053893.692421423
4835,229359.7072,226757.625,6770831.775556862
4836,286046.7004,289036.71875,8940209.733336888
4837,167729.1151,165412.296875,5367646.687692129
4838,218297.01545,218399.484375,10499.880590654346
4839,256517.1948,257284.390625,588589.4338974345
4840,329178.3532,335651.375,41900011.22327508
4841,172458.4797,174152.296875,2869016.6223249934
4842,224164.239,225017.703125,728401.0126620133
4843,248925.2105,252126.90625,10250855.675568148
4844,381308.2322,380240.25,1140585.979516899
4845,126809.5565,127783.4921875,948550.7233860858
4846,220597.7144,222056.390625,2127736.329380259
4847,217157.1793,219041.140625,3549310.2740957974
4848,174049.7394,173724.625,105699.37308735434
4849,190898.3684,192460.21875,2439376.515795102
4850,152639.0209,154614.984375,3904431.6545340633
4851,391205.9394,392890.53125,2837849.701086511
4852,175299.3346,171495.515625,14469038.794570066
4853,305405.0559,306541.15625,1290724.0052701735
4854,185971.2201,186649.921875,460636.0993881426
4855,353307.3721,351482.15625,3331412.8990911446
4856,406612.7856,413414.625,46265019.22339232
4857,348808.3151,347841.46875,934791.8645083362
4858,212419.5595,211833.71875,343209.38436056604
4859,204638.1358,205811.625,1377076.9025166656
4860,443559.2635,448240.75,21916315.84968224
4861,196010.58639,197986.875,3905716.6700156876
4862,147393.0792,146572.625,673145.0942976521
4863,159878.2804,160883.125,1009712.6701491827
4864,242714.9997,240144.546875,6607227.725550408
4865,208196.4303,205465.109375,7460113.995342895
4866,189259.8667,186849.90625,5807909.370564266
4867,227687.0357,227501.984375,34243.99288425845
4868,355750.9081,361209.46875,29795884.369728416
4869,258524.7288,257479.65625,1092176.634763527
4870,175679.6942,176069.296875,151790.2443671571
4871,211173.9206,210777.5625,157099.74343561966
4872,236993.4019,235134.234375,3456503.8860146147
4873,142970.7622,144296.734375,1758202.2088742375
4874,153916.57,154292.03125,140971.15025155726
4875,284595.4183,285439.21875,711999.1994201698
4876,232313.1376,235527.8125,10334134.712690093
4877,145346.0975,144169.828125,1383609.6425628988
4878,208773.433,210848.1875,4304606.235270292
4879,166418.1743,166732.46875,98781.00130079413
4880,122468.4276,124231.1640625,3107239.83622703
4881,194721.6256,197400.828125,7178126.169966379
4882,230377.0928,228524.84375,3430826.543225951
4883,175000.4904,176440.265625,2072952.6985237726
4884,178435.0246,176575.9375,3456204.845386426
4885,183520.5411,183393.671875,16095.80025210118
4886,235723.5511,236044.046875,102717.54179284326
4887,165883.8978,166271.875,150526.30771983525
4888,276168.912,280203.625,16278908.99236891
4889,195278.7651,197623.375,5497195.583178058
4890,267523.0916,267814.59375,84973.50345463114
4891,115207.7677,114883.9765625,104840.70072354177
4892,204745.6588,204412.078125,111276.06673345876
4893,225557.4846,223893.078125,2770248.914021913
4894,260248.4741,257338.21875,8469586.202203577
4895,262463.9649,267303.34375,23419587.65382712
4896,188502.5275,186361.140625,4585537.748422251
4897,246061.9217,245348.046875,509617.2657687895
4898,128471.8627,130055.3203125,2507338.010584207
4899,153146.8156,149133.796875,16104319.287200639
4900,255414.372,254844.890625,324309.03647189407
4901,284576.9297,279860.71875,22242645.7248997
4902,149985.6205,150622.53125,405655.30346557527
4903,233023.6984,234525.75,2256159.0090625784
4904,263130.2736,265762.625,6929273.893081881
4905,197771.3609,195192.203125,6652054.828342949
4906,139074.1528,138291.46875,612594.3221244194
4907,111527.2234,114947.03125,11695085.730921606
4908,311342.5101,313971.34375,6910766.359372249
4909,173585.1036,170771.9375,7913903.506189222
4910,213652.6798,212184.984375,2154129.860565968
4911,111148.7875,112728.0234375,2493986.1462914855
4912,156967.0939,165381.640625,70804596.5872081
4913,288904.3204,291239.6875,5453939.491762289
4914,377124.6544,376882.71875,58532.85874092223
4915,233872.1375,235087.8125,1477865.7056249718
4916,224337.5868,223076.734375,1589748.8376283555
4917,238126.5704,239210.734375,1175411.5246878073
4918,114895.9866,116215.75,1741775.4319795498
4919,139759.9542,140911.375,1325769.858672623
4920,218060.5774,218516.90625,208236.01934231407
4921,160067.9946,158741.09375,1760665.8657307369
4922,146104.8826,149160.75,9338325.566382688
4923,169717.3642,172463.421875,7540832.754426346
4924,152854.9567,149979.1875,8270048.491668696
4925,264607.0068,259654.65625,24525775.970085043
4926,190627.8357,189490.234375,1294136.7746417464
4927,174464.577,169182.296875,27902483.318969913
4928,184184.5381,181918.8125,5133512.494495383
4929,164787.9912,165594.875,651061.4667024569
4930,147791.1697,148435.4375,415080.9981168419
4931,267544.2177,268674.25,1276972.9990433368
4932,298813.4077,294584.65625,17882338.825876947
4933,138563.478,138641.40625,6072.812148062065
4934,154666.0413,154483.953125,33156.10347483488
4935,170953.5185,173570.421875,6848183.274086362
4936,258602.5444,262378.6875,14259256.711677508
4937,173246.1222,170853.5,5724640.9919329
4938,153696.7868,155404.28125,2915537.2967807967
4939,135536.1639,136501.046875,930999.1554448234
4940,177833.6082,180093.1875,5105698.612988545
4941,211549.5125,211779.96875,53110.083164057134
4942,105875.738,105885.4453125,94.23191597270372
4943,177055.1217,176662.078125,154483.2518487718
4944,328616.7592,330324.15625,2915204.6863488005
4945,222400.3549,222423.703125,545.1396106503576
4946,179803.1625,178438.359375,1862687.5700097815
4947,146208.765,146786.65625,333958.2968265464
4948,156442.5445,156946.90625,254380.77486307354
4949,183969.156,181319.5,7020676.918335937
4950,189812.4439,190836.65625,1049010.937892496
4951,212368.7639,212874.6875,255958.68903696927
4952,221448.3369,221375.15625,5355.407534421736
4953,154275.872,154875.0,358954.3603839964
4954,113816.9036,114043.8828125,51519.56290711784
4955,185130.3406,187009.53125,3531357.4990474377
4956,248718.917,251099.390625,5666654.679320704
4957,225018.315,224144.59375,763388.8227015666
4958,182986.668,183117.765625,17186.587280639284
4959,226593.1855,223803.265625,7783652.908919972
4960,244030.194,245296.84375,1604401.5891750914
4961,255835.3841,261119.65625,27923532.155265667
4962,257902.4289,259644.109375,3033450.8769962294
4963,552034.6754,552945.625,829829.1737402526
4964,261710.8268,260439.25,1616907.558298265
